Pasco Warriors,basketball@wcaasports.org,,"Lacrosse",2016-02-22
Pasco Warriors,flames@wcaasports.org,,"Lacrosse",2016-02-22
Pasco Warriors,cheerleading@wcaasports.org,,"Lacrosse",2016-02-22
Pasco Warriors,flagfootball@wcaasports.org,,"Lacrosse",2016-02-22
Pasco Warriors,lacrosse@wcaasports.org,,"Lacrosse",2016-02-22
Pasco Warriors,soccer@wcaasports.org,,"Lacrosse",2016-02-22
Pasco Warriors,softball@wcaasports.org,,"Lacrosse",2016-02-22
Pasco Warriors,cowboys@wcaasports.org,,"Lacrosse",2016-02-22
St Pete,info@stpetelarosse.com,,"Lacrosse",2016-02-22
St Pete,info@stpetelarosse.com,,"Lacrosse",2016-02-22
St Pete,info@stpetelarosse.com,,"Lacrosse",2016-02-22
St Pete,info@stpetelarosse.com,,"Lacrosse",2016-02-22
St Pete,info@stpetelarosse.com,,"Lacrosse",2016-02-22
East Lake,adsales@maxpreps.com,,"Lacrosse",2016-02-22
East Lake,adsales@maxpreps.com,,"Lacrosse",2016-02-22
East Lake,adsales@maxpreps.com,,"Lacrosse",2016-02-22
East Lake,adsales@maxpreps.com,,"Lacrosse",2016-02-22
Summlerin Academy,derek.keating@polk-fl.net,,"Lacrosse",2016-02-22
Summlerin Academy,steven.beck@polk-fl.net,,"Lacrosse",2016-02-22
Summlerin Academy,laura.webster@polk-fl.net,,"Lacrosse",2016-02-22
Summlerin Academy,steven.beck@polk-fl.net,,"Lacrosse",2016-02-22
Summlerin Academy,laura.webster@polk-fl.net,,"Lacrosse",2016-02-22
Summlerin Academy,steven.beck@polk-fl.net,,"Lacrosse",2016-02-22
Summlerin Academy,laura.webster@polk-fl.net,,"Lacrosse",2016-02-22
Summlerin Academy,steven.beck@polk-fl.net,,"Lacrosse",2016-02-22
Ocala,yvonneroach@hotmail.com,,"Lacrosse",2016-02-22
Ocala,CoachKyle@wildcatlacrosseclub.org,,"Lacrosse",2016-02-22
Pasco Warriors,toddkinney89@yahoo.com,,"Lacrosse",2016-02-22
Pasco Warriors,toddkinney89@yahoo.com,Todd Kinney,"Lacrosse",2016-02-22
Pasco Warriors,Naomi@wcaasports.org,Naomi Friedrich,"Lacrosse",2016-02-22
Pasco Warriors,naomi@wcaasports.org,Naomi Friedrich,"Lacrosse",2016-02-22
Pasco Warriors,joe@wcaasports.org,,"Lacrosse",2016-02-22
Pasco Warriors,renee@wcaasports.org,Renee Diaz,"Lacrosse",2016-02-22
Pasco Warriors,Naomi@wcaasports.org,Naomi Friedrich,"Lacrosse",2016-02-22
Pasco Warriors,Naomi@wcaasports.org,Naomi Friedrich,"Lacrosse",2016-02-22
Pasco Warriors,toddkinney89@yahoo.com,Todd Kinney,"Lacrosse",2016-02-22
Pasco Warriors,ameliaciccone@gmail.com,Amelia Ciccone,"Lacrosse",2016-02-22
Pasco Warriors,tom@wcaasports.org,Tom FitzSimons,"Lacrosse",2016-02-22
Pasco Warriors,sef694@gmail.com,Scott Farquhar,"Lacrosse",2016-02-22
Pasco Warriors,thesaunders6@gmail.com,Bailey Saunders,"Lacrosse",2016-02-22
Pasco Warriors,Naomi@wcaasports.org,Naomi Friedrich ,"Lacrosse",2016-02-22
Pasco Warriors,lacrossecoacheric@gmail.com,Eric Rosario,"Lacrosse",2016-02-22
Pasco Warriors,dawnkhalil@mac.com,Peggy D&#39;Alessandro,"Lacrosse",2016-02-22
Pasco Warriors,peter@wcaasports.org,,"Lacrosse",2016-02-22
Pasco Warriors,wcaaflagfootball2015@gmail.com,,"Lacrosse",2016-02-22
Pasco Warriors,wcaaflagfootball2015@gmail.com,,"Lacrosse",2016-02-22
Pasco Warriors,wcaaflagfootball2015@gmail.com,,"Lacrosse",2016-02-22
Pasco Warriors,wcaaflagfootball2015@gmail.com,,"Lacrosse",2016-02-22
Pasco Warriors,wcaaflagfootball2015@gmail.com,,"Lacrosse",2016-02-22
Pasco Warriors,wcaaflagfootball2015@gmail.com,,"Lacrosse",2016-02-22
Pasco Warriors,wcaa.cheerdirector@gmail.com,,"Lacrosse",2016-02-22
Pasco Warriors,wcaa.cheerassistantdirector@gmail.com,,"Lacrosse",2016-02-22
Pasco Warriors,wcaa.cheertreasure@gmail.com,,"Lacrosse",2016-02-22
Pasco Warriors,administrator@wcaasports.org,,"Lacrosse",2016-02-22
Pasco Warriors,baseball@wcaasports.org,,"Lacrosse",2016-02-22
Pasco Warriors,basketball@wcaasports.org,,"Lacrosse",2016-02-22
Pasco Warriors,flames@wcaasports.org,,"Lacrosse",2016-02-22
Pasco Warriors,cheerleading@wcaasports.org,,"Lacrosse",2016-02-22
Pasco Warriors,flagfootball@wcaasports.org,,"Lacrosse",2016-02-22
Pasco Warriors,lacrosse@wcaasports.org,,"Lacrosse",2016-02-22
Pasco Warriors,soccer@wcaasports.org,,"Lacrosse",2016-02-22
Pasco Warriors,softball@wcaasports.org,,"Lacrosse",2016-02-22
Pasco Warriors,cowboys@wcaasports.org,,"Lacrosse",2016-02-22
St Pete,info@stpetelarosse.com,,"Lacrosse",2016-02-22
St Pete,info@stpetelarosse.com,,"Lacrosse",2016-02-22
St Pete,info@stpetelarosse.com,,"Lacrosse",2016-02-22
St Pete,info@stpetelarosse.com,,"Lacrosse",2016-02-22
St Pete,info@stpetelarosse.com,,"Lacrosse",2016-02-22
20,www.twitter.com/@lacrossemag,LaxMagazine.com,"Lacrosse",2016-03-03
20,joerogate@aol.com,,"Lacrosse",2016-03-03
20,john@laxphotos.com,,"Lacrosse",2016-03-03
20,gewall11@aol.com,,"Lacrosse",2016-03-03
21,rbagby@21lacrosse.com,,"Lacrosse",2016-03-03
21,rbagby@21lacrosse.com,,"Lacrosse",2016-03-03
23,info@1223lacrosse.com,,"Lacrosse",2016-03-03
24,Info@Team247lax.com,,"Lacrosse",2016-03-03
24,Info@Team247lax.com,,"Lacrosse",2016-03-03
6,facility@6by6lacrosse.com,,"Lacrosse",2016-03-03
8,news8@wkbt.com,,"Lacrosse",2016-03-03
8,news8@wkbt.com,,"Lacrosse",2016-03-03
8,news8@wkbt.com,,"Lacrosse",2016-03-03
8,closedcaptioning@wkbt.com,Closed Captioning,"Lacrosse",2016-03-03
8,schorski@wkbt.com,,"Lacrosse",2016-03-03
8,apaape@wkbt.com,,"Lacrosse",2016-03-03
8,ctaerud@wkbt.com,,"Lacrosse",2016-03-03
8,msperling@wkbt.com,,"Lacrosse",2016-03-03
8,khansen@wkbt.com,,"Lacrosse",2016-03-03
8,jsommers@wkbt.com,,"Lacrosse",2016-03-03
8,lfoss@wkbt.com,,"Lacrosse",2016-03-03
8,jchaffee@wkbt.com,,"Lacrosse",2016-03-03
8,lobby@wkbt.com,,"Lacrosse",2016-03-03
8,humanresources@wkbt.com,,"Lacrosse",2016-03-03
8,news8@wkbt.com,,"Lacrosse",2016-03-03
8,news8@wkbt.com,,"Lacrosse",2016-03-03
8,closedcaptioning@wkbt.com,Closed Captioning,"Lacrosse",2016-03-03
8,schorski@wkbt.com,,"Lacrosse",2016-03-03
8,apaape@wkbt.com,,"Lacrosse",2016-03-03
8,ctaerud@wkbt.com,,"Lacrosse",2016-03-03
8,msperling@wkbt.com,,"Lacrosse",2016-03-03
8,khansen@wkbt.com,,"Lacrosse",2016-03-03
8,jsommers@wkbt.com,,"Lacrosse",2016-03-03
8,lfoss@wkbt.com,,"Lacrosse",2016-03-03
8,jchaffee@wkbt.com,,"Lacrosse",2016-03-03
8,lobby@wkbt.com,,"Lacrosse",2016-03-03
8,humanresources@wkbt.com,,"Lacrosse",2016-03-03
8,news8@wkbt.com,,"Lacrosse",2016-03-03
8,news8@wkbt.com,,"Lacrosse",2016-03-03
8,closedcaptioning@wkbt.com,Closed Captioning,"Lacrosse",2016-03-03
8,news8@wkbt.com,,"Lacrosse",2016-03-03
8,news8@wkbt.com,,"Lacrosse",2016-03-03
8,closedcaptioning@wkbt.com,Closed Captioning,"Lacrosse",2016-03-03
8,news8@wkbt.com,,"Lacrosse",2016-03-03
8,news8@wkbt.com,,"Lacrosse",2016-03-03
8,closedcaptioning@wkbt.com,Closed Captioning,"Lacrosse",2016-03-03
8,news8@wkbt.com,,"Lacrosse",2016-03-03
8,news8@wkbt.com,,"Lacrosse",2016-03-03
8,closedcaptioning@wkbt.com,Closed Captioning,"Lacrosse",2016-03-03
9,mark@project9lacrosse.com,,"Lacrosse",2016-03-03
9,mark@project9lacrosse.com,,"Lacrosse",2016-03-03
9,mark@project9lacrosse.com,,"Lacrosse",2016-03-03
9,mark@project9lacrosse.com,,"Lacrosse",2016-03-03
9,mark@project9lacrosse.com,,"Lacrosse",2016-03-03
9,mark@project9lacrosse.com,,"Lacrosse",2016-03-03
9,mark@project9lacrosse.com,,"Lacrosse",2016-03-03
9,mark@project9lacrosse.com,,"Lacrosse",2016-03-03
6,facility@6by6lacrosse.com,,"Lacrosse",2016-03-03
8,news8@wkbt.com,,"Lacrosse",2016-03-03
8,news8@wkbt.com,,"Lacrosse",2016-03-03
8,news8@wkbt.com,,"Lacrosse",2016-03-03
8,closedcaptioning@wkbt.com,Closed Captioning,"Lacrosse",2016-03-03
8,schorski@wkbt.com,,"Lacrosse",2016-03-03
8,apaape@wkbt.com,,"Lacrosse",2016-03-03
8,ctaerud@wkbt.com,,"Lacrosse",2016-03-03
8,msperling@wkbt.com,,"Lacrosse",2016-03-03
8,khansen@wkbt.com,,"Lacrosse",2016-03-03
8,jsommers@wkbt.com,,"Lacrosse",2016-03-03
8,lfoss@wkbt.com,,"Lacrosse",2016-03-03
8,jchaffee@wkbt.com,,"Lacrosse",2016-03-03
8,lobby@wkbt.com,,"Lacrosse",2016-03-03
8,humanresources@wkbt.com,,"Lacrosse",2016-03-03
8,news8@wkbt.com,,"Lacrosse",2016-03-03
8,news8@wkbt.com,,"Lacrosse",2016-03-03
8,closedcaptioning@wkbt.com,Closed Captioning,"Lacrosse",2016-03-03
8,schorski@wkbt.com,,"Lacrosse",2016-03-03
8,apaape@wkbt.com,,"Lacrosse",2016-03-03
8,ctaerud@wkbt.com,,"Lacrosse",2016-03-03
8,msperling@wkbt.com,,"Lacrosse",2016-03-03
8,khansen@wkbt.com,,"Lacrosse",2016-03-03
8,jsommers@wkbt.com,,"Lacrosse",2016-03-03
8,lfoss@wkbt.com,,"Lacrosse",2016-03-03
8,jchaffee@wkbt.com,,"Lacrosse",2016-03-03
8,lobby@wkbt.com,,"Lacrosse",2016-03-03
8,humanresources@wkbt.com,,"Lacrosse",2016-03-03
8,news8@wkbt.com,,"Lacrosse",2016-03-03
8,news8@wkbt.com,,"Lacrosse",2016-03-03
8,closedcaptioning@wkbt.com,Closed Captioning,"Lacrosse",2016-03-03
8,news8@wkbt.com,,"Lacrosse",2016-03-03
8,news8@wkbt.com,,"Lacrosse",2016-03-03
8,closedcaptioning@wkbt.com,Closed Captioning,"Lacrosse",2016-03-03
8,news8@wkbt.com,,"Lacrosse",2016-03-03
8,news8@wkbt.com,,"Lacrosse",2016-03-03
8,closedcaptioning@wkbt.com,Closed Captioning,"Lacrosse",2016-03-03
8,news8@wkbt.com,,"Lacrosse",2016-03-03
8,news8@wkbt.com,,"Lacrosse",2016-03-03
8,closedcaptioning@wkbt.com,Closed Captioning,"Lacrosse",2016-03-03
9,mark@project9lacrosse.com,,"Lacrosse",2016-03-03
9,mark@project9lacrosse.com,,"Lacrosse",2016-03-03
9,mark@project9lacrosse.com,,"Lacrosse",2016-03-03
9,mark@project9lacrosse.com,,"Lacrosse",2016-03-03
19,wxowaedesk@wxow.com,,"Lacrosse",2016-03-03
19,wxowaedesk@wxow.com,,"Lacrosse",2016-03-03
8,news8@wkbt.com,,"Lacrosse",2016-03-03
8,news8@wkbt.com,,"Lacrosse",2016-03-03
8,news8@wkbt.com,,"Lacrosse",2016-03-03
8,closedcaptioning@wkbt.com,Closed Captioning,"Lacrosse",2016-03-03
8,schorski@wkbt.com,,"Lacrosse",2016-03-03
8,apaape@wkbt.com,,"Lacrosse",2016-03-03
8,ctaerud@wkbt.com,,"Lacrosse",2016-03-03
8,msperling@wkbt.com,,"Lacrosse",2016-03-03
8,khansen@wkbt.com,,"Lacrosse",2016-03-03
8,jsommers@wkbt.com,,"Lacrosse",2016-03-03
8,lfoss@wkbt.com,,"Lacrosse",2016-03-03
8,jchaffee@wkbt.com,,"Lacrosse",2016-03-03
8,lobby@wkbt.com,,"Lacrosse",2016-03-03
8,humanresources@wkbt.com,,"Lacrosse",2016-03-03
8,news8@wkbt.com,,"Lacrosse",2016-03-03
8,news8@wkbt.com,,"Lacrosse",2016-03-03
8,closedcaptioning@wkbt.com,Closed Captioning,"Lacrosse",2016-03-03
8,schorski@wkbt.com,,"Lacrosse",2016-03-03
8,apaape@wkbt.com,,"Lacrosse",2016-03-03
8,ctaerud@wkbt.com,,"Lacrosse",2016-03-03
8,msperling@wkbt.com,,"Lacrosse",2016-03-03
8,khansen@wkbt.com,,"Lacrosse",2016-03-03
8,jsommers@wkbt.com,,"Lacrosse",2016-03-03
8,lfoss@wkbt.com,,"Lacrosse",2016-03-03
8,jchaffee@wkbt.com,,"Lacrosse",2016-03-03
8,lobby@wkbt.com,,"Lacrosse",2016-03-03
8,humanresources@wkbt.com,,"Lacrosse",2016-03-03
8,news8@wkbt.com,,"Lacrosse",2016-03-03
8,news8@wkbt.com,,"Lacrosse",2016-03-03
8,closedcaptioning@wkbt.com,Closed Captioning,"Lacrosse",2016-03-03
8,news8@wkbt.com,,"Lacrosse",2016-03-03
8,news8@wkbt.com,,"Lacrosse",2016-03-03
8,closedcaptioning@wkbt.com,Closed Captioning,"Lacrosse",2016-03-03
8,news8@wkbt.com,,"Lacrosse",2016-03-03
8,news8@wkbt.com,,"Lacrosse",2016-03-03
8,closedcaptioning@wkbt.com,Closed Captioning,"Lacrosse",2016-03-03
8,news8@wkbt.com,,"Lacrosse",2016-03-03
8,news8@wkbt.com,,"Lacrosse",2016-03-03
8,closedcaptioning@wkbt.com,Closed Captioning,"Lacrosse",2016-03-03
6,facility@6by6lacrosse.com,,"Lacrosse",2016-03-03
13,gacustserv@sportsendeavors.com,,"Lacrosse",2016-03-03
13,neptune@sportsendeavors.com,,"Lacrosse",2016-03-03
11,bmiller@millerlacrosse.com,203-717-1402,"Lacrosse",2016-03-03
11,bmiller@millerlacrosse.com,203-717-1402,"Lacrosse",2016-03-03
13,gacustserv@sportsendeavors.com,,"Lacrosse",2016-03-03
13,neptune@sportsendeavors.com,,"Lacrosse",2016-03-03
17,sommerw@monkeysports.com,,"Lacrosse",2016-03-03
17,jessica.l@MonkeySports.com?subject=Lacrosse,,"Lacrosse",2016-03-03
17,warranty@bownet.net,,"Lacrosse",2016-03-03
Warriors - Moore,adsales@maxpreps.com,,"Basketball",2016-03-03
Warriors - Moore,adsales@maxpreps.com,,"Basketball",2016-03-03
Warriors - Moore,adsales@maxpreps.com,,"Basketball",2016-03-03
Warriors - Moore,adsales@maxpreps.com,,"Basketball",2016-03-03
Tornadoes,adsales@maxpreps.com,,"Basketball",2016-03-03
Tornadoes,adsales@maxpreps.com,,"Basketball",2016-03-03
Tornadoes,adsales@maxpreps.com,,"Basketball",2016-03-03
Tornadoes,adsales@maxpreps.com,,"Basketball",2016-03-03
OKC Freshettes,basketball@sfflc.com,,"Basketball",2016-03-03
Panthers Red -Robinson,adsales@maxpreps.com,,"Basketball",2016-03-03
Panthers Red -Robinson,adsales@maxpreps.com,,"Basketball",2016-03-03
Panthers Red -Robinson,adsales@maxpreps.com,,"Basketball",2016-03-03
Panthers Red -Robinson,adsales@maxpreps.com,,"Basketball",2016-03-03
dummy,info@gilmangear.com,,"Lacrosse",2016-03-03
TX ELITE,joeyesimmons@gmail.com,,"Basketball",2016-03-03
TX ELITE,txelitechristian@gmail.com,txelitechristiangmail.com,"Basketball",2016-03-03
TX ELITE,txelitechristian@gmail.com,txelitechristiangmail.com,"Basketball",2016-03-03
TX ELITE,lawrenck2001@yahoo.com,lawrenck2001yahoo.com,"Basketball",2016-03-03
TX ELITE,chuck@txelitebasketball.com,chucktxelitebasketball.com,"Basketball",2016-03-03
TX ELITE,slaflin81@hotmail.com,slaflin81hotmail.com,"Basketball",2016-03-03
TX ELITE,jodinsimmons@gmail.com,jodinsimmonsgmail.com,"Basketball",2016-03-03
TX ELITE,joeyesimmons@gmail.com,,"Basketball",2016-03-03
TX ELITE,txelitechristian@gmail.com,txelitechristiangmail.com,"Basketball",2016-03-03
TX ELITE,txelitechristian@gmail.com,txelitechristiangmail.com,"Basketball",2016-03-03
TX ELITE,lawrenck2001@yahoo.com,lawrenck2001yahoo.com,"Basketball",2016-03-03
TX ELITE,chuck@txelitebasketball.com,chucktxelitebasketball.com,"Basketball",2016-03-03
TX ELITE,slaflin81@hotmail.com,slaflin81hotmail.com,"Basketball",2016-03-03
TX ELITE,jodinsimmons@gmail.com,jodinsimmonsgmail.com,"Basketball",2016-03-03
SHOOTING KNIGHTS(NM),adsales@maxpreps.com,,"Basketball",2016-03-03
SHOOTING KNIGHTS(NM),adsales@maxpreps.com,,"Basketball",2016-03-03
SHOOTING LOBOS(NM),support@voxmedia.com,,"Basketball",2016-03-03
SHOOTING LOBOS(NM),support@voxmedia.com,,"Basketball",2016-03-03
SHOOTING LOBOS(NM),support@voxmedia.com,,"Basketball",2016-03-03
EXPRESS ATHLETICS,athletics@wells.edu,,"Basketball",2016-03-03
EXPRESS ATHLETICS,mlindberg@wells.edu,,"Basketball",2016-03-03
EXPRESS ATHLETICS,jwojtylko@wells.edu,,"Basketball",2016-03-03
EXPRESS ATHLETICS,dkane@wells.edu,,"Basketball",2016-03-03
EXPRESS ATHLETICS,griffinspencer@wells.edu,,"Basketball",2016-03-03
EXPRESS ATHLETICS,pgeorge@wells.edu,,"Basketball",2016-03-03
EXPRESS ATHLETICS,mobrien@wells.edu,,"Basketball",2016-03-03
EXPRESS ATHLETICS,jschnurr@wells.edu,,"Basketball",2016-03-03
EXPRESS ATHLETICS,dsekine@wells.edu,,"Basketball",2016-03-03
EXPRESS ATHLETICS,aspinelli@cayugamed.org,,"Basketball",2016-03-03
EXPRESS ATHLETICS,eputorti@cayugamed.org,,"Basketball",2016-03-03
EXPRESS ATHLETICS,dvalesente@wells.edu,,"Basketball",2016-03-03
EXPRESS ATHLETICS,kheterbring@wells.edu,,"Basketball",2016-03-03
EXPRESS ATHLETICS,athletics@wells.edu,,"Basketball",2016-03-03
EXPRESS ATHLETICS,jwojtylko@wells.edu,,"Basketball",2016-03-03
EXPRESS ATHLETICS,athletics@wells.edu,,"Basketball",2016-03-03
EXPRESS ATHLETICS,athletics@wells.edu,,"Basketball",2016-03-03
EXPRESS ATHLETICS,adaly@wells.edu,,"Basketball",2016-03-03
EXPRESS ATHLETICS,adaly@wells.edu,,"Basketball",2016-03-03
EXPRESS ATHLETICS,dkane@wells.edu,,"Basketball",2016-03-03
EXPRESS ATHLETICS,jcook@wells.edu,,"Basketball",2016-03-03
EXPRESS ATHLETICS,pgeorge@wells.edu,,"Basketball",2016-03-03
EXPRESS ATHLETICS,msleezer@wells.edu,,"Basketball",2016-03-03
EXPRESS ATHLETICS,rgary@wells.edu,,"Basketball",2016-03-03
EXPRESS ATHLETICS,athletics@wells.edu,,"Basketball",2016-03-03
EXPRESS ATHLETICS,jdaniels@wells.edu,,"Basketball",2016-03-03
EXPRESS ATHLETICS,jdaniels@wells.edu,,"Basketball",2016-03-03
EXPRESS ATHLETICS,eslupinski@wells.edu,,"Basketball",2016-03-03
EXPRESS ATHLETICS,mobrien@wells.edu,,"Basketball",2016-03-03
EXPRESS ATHLETICS,eslupinski@wells.edu,,"Basketball",2016-03-03
EXPRESS ATHLETICS,athletics@wells.edu,,"Basketball",2016-03-03
EXPRESS ATHLETICS,mjaworski@wells.edu,,"Basketball",2016-03-03
EXPRESS ATHLETICS,athletics@wells.edu,,"Basketball",2016-03-03
EXPRESS ATHLETICS,mprimmer@wells.edu,,"Basketball",2016-03-03
EXPRESS ATHLETICS,sblanford@wells.edu,,"Basketball",2016-03-03
EXPRESS ATHLETICS,dsullivan@wells.edu,,"Basketball",2016-03-03
EXPRESS ATHLETICS,athletics@wells.edu,,"Basketball",2016-03-03
EXPRESS ATHLETICS,mlindberg@wells.edu,,"Basketball",2016-03-03
EXPRESS ATHLETICS,jwojtylko@wells.edu,,"Basketball",2016-03-03
EXPRESS ATHLETICS,dkane@wells.edu,,"Basketball",2016-03-03
EXPRESS ATHLETICS,griffinspencer@wells.edu,,"Basketball",2016-03-03
EXPRESS ATHLETICS,pgeorge@wells.edu,,"Basketball",2016-03-03
EXPRESS ATHLETICS,mobrien@wells.edu,,"Basketball",2016-03-03
EXPRESS ATHLETICS,jschnurr@wells.edu,,"Basketball",2016-03-03
EXPRESS ATHLETICS,dsekine@wells.edu,,"Basketball",2016-03-03
EXPRESS ATHLETICS,aspinelli@cayugamed.org,,"Basketball",2016-03-03
EXPRESS ATHLETICS,eputorti@cayugamed.org,,"Basketball",2016-03-03
EXPRESS ATHLETICS,dvalesente@wells.edu,,"Basketball",2016-03-03
EXPRESS ATHLETICS,kheterbring@wells.edu,,"Basketball",2016-03-03
EXPRESS ATHLETICS,athletics@wells.edu,,"Basketball",2016-03-03
EXPRESS ATHLETICS,jwojtylko@wells.edu,,"Basketball",2016-03-03
EXPRESS ATHLETICS,athletics@wells.edu,,"Basketball",2016-03-03
EXPRESS ATHLETICS,athletics@wells.edu,,"Basketball",2016-03-03
EXPRESS ATHLETICS,adaly@wells.edu,,"Basketball",2016-03-03
EXPRESS ATHLETICS,adaly@wells.edu,,"Basketball",2016-03-03
EXPRESS ATHLETICS,dkane@wells.edu,,"Basketball",2016-03-03
EXPRESS ATHLETICS,jcook@wells.edu,,"Basketball",2016-03-03
EXPRESS ATHLETICS,pgeorge@wells.edu,,"Basketball",2016-03-03
EXPRESS ATHLETICS,msleezer@wells.edu,,"Basketball",2016-03-03
EXPRESS ATHLETICS,rgary@wells.edu,,"Basketball",2016-03-03
EXPRESS ATHLETICS,athletics@wells.edu,,"Basketball",2016-03-03
EXPRESS ATHLETICS,jdaniels@wells.edu,,"Basketball",2016-03-03
EXPRESS ATHLETICS,jdaniels@wells.edu,,"Basketball",2016-03-03
EXPRESS ATHLETICS,eslupinski@wells.edu,,"Basketball",2016-03-03
EXPRESS ATHLETICS,mobrien@wells.edu,,"Basketball",2016-03-03
EXPRESS ATHLETICS,eslupinski@wells.edu,,"Basketball",2016-03-03
EXPRESS ATHLETICS,athletics@wells.edu,,"Basketball",2016-03-03
EXPRESS ATHLETICS,mjaworski@wells.edu,,"Basketball",2016-03-03
EXPRESS ATHLETICS,athletics@wells.edu,,"Basketball",2016-03-03
EXPRESS ATHLETICS,mprimmer@wells.edu,,"Basketball",2016-03-03
EXPRESS ATHLETICS,sblanford@wells.edu,,"Basketball",2016-03-03
EXPRESS ATHLETICS,dsullivan@wells.edu,,"Basketball",2016-03-03
WS EAGLES,adsales@maxpreps.com,,"Basketball",2016-03-03
WS EAGLES,adsales@maxpreps.com,,"Basketball",2016-03-03
SCORPIONS(NM),adsales@maxpreps.com,,"Basketball",2016-03-03
SCORPIONS(NM),adsales@maxpreps.com,,"Basketball",2016-03-03
SCORPIONS(NM),adsales@maxpreps.com,,"Basketball",2016-03-03
SCORPIONS(NM),adsales@maxpreps.com,,"Basketball",2016-03-03
76ers,76ersservice@sixers.com,,"Basketball",2016-03-03
76ers,76ersService@sixers.com,,"Basketball",2016-03-03
76ers,76ersservice@sixers.com,,"Basketball",2016-03-03
76ers,derrickhayes@sixers.com,,"Basketball",2016-03-03
76ers,jakereynolds@sixers.com,,"Basketball",2016-03-03
76ers,SusanWilliamson@sixers.com,,"Basketball",2016-03-03
76ers,matthewrose@sixers.com,,"Basketball",2016-03-03
76ers,michaelpreston@sixers.com,,"Basketball",2016-03-03
76ers,laratoscani@sixers.com,,"Basketball",2016-03-03
76ers,community@sixers.com, Community Relations,"Basketball",2016-03-03
76ers,sixersyouthfoundation@sixers.com, Community Relations,"Basketball",2016-03-03
LADY T-BIRDS(NM),jcapo@nmjc.edu,,"Basketball",2016-03-03
LADY T-BIRDS(NM),mgarcia@nmjc.edu,,"Basketball",2016-03-03
LADY T-BIRDS(NM),nleslie@nmjc.edu,,"Basketball",2016-03-03
LADY T-BIRDS(NM),jmccarter@nmjc.edu,,"Basketball",2016-03-03
LADY T-BIRDS(NM),blohrey@nmjc.edu,,"Basketball",2016-03-03
LADY T-BIRDS(NM),ckillin@nmjc.edu,,"Basketball",2016-03-03
